order_id,customer_id,order_amount,currency,order_date,status,country_code,payment_method,fraud_flag,delivery_days,customer_age,product_category
10117,7073,90.01699087,INR,4-27-23,Completed,US,Credit Card,No,9,61,Automotive
10118,13789,27.67055592,INR,4-28-23,Completed,US,Credit Card,No,4,71,Electronics
10119,6978,132.3769204,USD,4-29-23,Completed,CA,Bitcoin,No,14,62,Automotive
10120,9625,480.5112137,EUR,4-30-23,Completed,DE,Bank Transfer,No,12,29,Toys
10121,12177,454.9108936,INR,5-1-23,Completed,CA,Bitcoin,No,10,66,Clothing
10122,12540,257.2272436,BTC,5-2-23,Completed,US,Credit Card,No,5,37,Toys
10123,8527,252.2441037,EUR,5-3-23,Completed,US,Bitcoin,No,2,44,Electronics
10124,11571,426.7572455,INR,5-4-23,Completed,CA,Credit Card,No,12,52,Home & Kitchen
10125,5271,128.7671663,GBP,5-5-23,Completed,US,Bank Transfer,No,6,63,Home & Kitchen
10126,5674,444.6922861,INR,5-6-23,Completed,CA,Credit Card,No,5,68,Toys
10127,9892,315.7891042,GBP,5-7-23,Cancelled,US,PayPal,No,11,27,Electronics
10128,11286,457.5131382,BTC,5-8-23,Completed,CA,Bitcoin,No,7,45,Clothing
10129,9512,268.2952052,EUR,5-9-23,Completed,CA,Bitcoin,No,11,57,Clothing
10130,11620,372.722361,GBP,5-10-23,Cancelled,UK,Bank Transfer,Yes,9,56,Automotive
10131,10247,50.77838381,GBP,5-11-23,Completed,US,Bank Transfer,No,14,50,Electronics
10132,9295,473.007231,USD,5-12-23,Completed,IN,Bank Transfer,No,5,31,Home & Kitchen
10133,11677,292.5096895,INR,5-13-23,Completed,UK,Bank Transfer,No,11,18,Clothing
10134,11581,288.5207051,USD,5-14-23,Completed,CA,Bank Transfer,No,8,70,Clothing
10135,11863,264.6762425,EUR,5-15-23,Cancelled,UK,Bitcoin,No,8,41,Electronics
10136,7018,146.0302513,EUR,5-16-23,Cancelled,UK,Credit Card,No,6,38,Home & Kitchen
10137,10081,50.3798372,EUR,5-17-23,Completed,UK,Credit Card,No,13,36,Automotive
10138,8312,193.9418313,INR,5-18-23,Completed,DE,Credit Card,No,6,51,Automotive
10139,14582,175.8078241,INR,5-19-23,Completed,CA,Bank Transfer,No,10,37,Home & Kitchen
10140,11001,266.2226011,USD,5-20-23,Completed,IN,Credit Card,No,7,52,Automotive
10141,12923,444.7002672,BTC,5-21-23,Completed,CA,Credit Card,Yes,11,24,Automotive
10142,13128,58.75865664,USD,5-22-23,Completed,CA,Bank Transfer,No,12,66,Automotive
10143,11614,316.9807271,GBP,5-23-23,Completed,US,PayPal,No,3,51,Electronics
10144,6942,401.0157284,EUR,5-24-23,Completed,CA,Bitcoin,No,14,47,Toys
10145,8288,6.304679553,USD,5-25-23,Completed,UK,PayPal,No,13,30,Electronics
10146,10360,101.5893746,USD,5-26-23,Completed,UK,Bitcoin,No,7,50,Electronics
10147,13816,396.7095984,BTC,5-27-23,Completed,XX,Credit Card,No,5,42,Clothing
10148,9442,426.5362091,USD,5-28-23,Completed,US,Credit Card,No,12,59,Clothing
10149,14007,99.19538945,INR,5-29-23,Completed,UK,PayPal,No,14,71,Electronics
10150,12840,44.12448965,INR,5-30-23,Cancelled,IN,Credit Card,No,6,70,Toys
10151,13654,267.5821188,BTC,5-31-23,Completed,US,Bitcoin,No,14,47,Automotive
10152,7236,292.7512296,BTC,6-1-23,Completed,DE,Bitcoin,No,8,25,Toys
10153,6202,112.1836472,INR,6-2-23,Cancelled,DE,PayPal,No,8,73,Home & Kitchen
10154,10882,107.070705,EUR,6-3-23,Completed,IN,Credit Card,No,10,66,Electronics
10155,5041,221.3148864,GBP,6-4-23,Completed,UK,Credit Card,No,3,54,Electronics
10156,12052,151.0863545,INR,6-5-23,Completed,CA,Bitcoin,No,4,24,Clothing
10157,8190,349.7380613,INR,6-6-23,Completed,UK,Bank Transfer,No,6,71,Clothing
10158,10859,100.8325752,GBP,6-7-23,Completed,XX,Bank Transfer,No,2,30,Clothing
10159,13926,296.9182669,GBP,6-8-23,Completed,DE,Bank Transfer,No,7,50,Clothing
10160,7130,149.7628565,INR,6-9-23,Completed,UK,Bitcoin,No,13,68,Automotive
10161,11718,176.5410198,USD,6-10-23,Completed,UK,Bitcoin,No,5,36,Automotive
10162,10977,132.2723767,USD,6-11-23,Completed,DE,Credit Card,No,7,70,Electronics
10163,9389,32.78453461,GBP,6-12-23,Completed,US,PayPal,Yes,12,26,Automotive
10164,10557,314.7287205,EUR,6-13-23,Completed,UK,Credit Card,No,12,42,Automotive
10165,8424,403.4307547,USD,6-14-23,Completed,IN,Bank Transfer,No,2,24,Toys
10166,14290,73.6605957,INR,6-15-23,Completed,CA,PayPal,No,1,51,Electronics
10167,14239,250.1173818,INR,6-16-23,Completed,US,Credit Card,No,11,66,Electronics
10168,12459,6.576477815,GBP,6-17-23,Refunded,CA,PayPal,No,9,45,Electronics
10169,11761,457.9103501,BTC,6-18-23,Completed,US,Credit Card,No,11,22,Clothing
10170,8691,153.0785867,EUR,6-19-23,Completed,IN,Bank Transfer,No,11,66,Automotive
10171,7570,86.58331552,USD,6-20-23,Completed,UK,Bank Transfer,No,12,40,Toys
10172,9094,131.1043771,INR,6-21-23,Completed,DE,PayPal,No,14,61,Electronics
10173,14568,125.7678001,EUR,6-22-23,Completed,US,PayPal,No,1,23,Home & Kitchen
10174,5342,317.5757514,INR,6-23-23,Completed,US,Credit Card,No,7,68,Toys
10175,5048,231.0332141,GBP,6-24-23,Cancelled,UK,PayPal,No,7,70,Automotive
10176,,196.1897703,USD,6-25-23,Completed,CA,Bitcoin,No,7,52,Clothing
10177,5014,488.8695643,EUR,6-26-23,Completed,US,Bank Transfer,No,5,53,Home & Kitchen
10178,7801,302.1051087,EUR,6-27-23,Completed,US,Bank Transfer,No,14,43,Toys
10179,6643,481.5080959,EUR,6-28-23,Completed,US,Credit Card,No,10,25,Toys
10180,6688,464.4492531,INR,6-29-23,Cancelled,US,Bank Transfer,No,11,42,Toys
10181,7921,92.4505264,USD,6-30-23,Completed,IN,PayPal,No,11,66,Automotive
10182,13003,66.47782195,INR,7-1-23,Completed,XX,Bank Transfer,No,5,30,Automotive
10183,7864,186.4086919,BTC,7-2-23,Completed,DE,Bank Transfer,No,4,27,Electronics
10184,8261,75.62065482,GBP,7-3-23,Completed,UK,Credit Card,No,2,72,Clothing
10185,7836,399.9015203,USD,7-4-23,Completed,US,Bitcoin,No,7,19,Clothing
10186,12516,91.58963129,USD,7-5-23,Cancelled,XX,Bitcoin,No,14,47,Electronics
10187,14807,482.1340923,GBP,7-6-23,Completed,DE,PayPal,No,3,19,Clothing
10188,9692,51.35704551,GBP,7-7-23,Completed,CA,PayPal,No,14,43,Home & Kitchen
10189,10462,349.0473287,USD,7-8-23,Completed,UK,Bitcoin,No,14,65,Toys
10190,14061,320.82923,USD,7-9-23,Cancelled,UK,Credit Card,No,8,44,Electronics
10191,9817,74.39297191,BTC,7-10-23,Completed,DE,Credit Card,No,14,33,Toys
10192,8020,147.361202,INR,7-11-23,Cancelled,DE,PayPal,No,5,46,Clothing
10193,10122,285.6592096,USD,7-12-23,Completed,US,Bitcoin,No,3,41,Clothing
10194,10948,230.0821908,INR,7-13-23,Completed,CA,Bitcoin,No,9,25,Electronics
10195,12263,185.7378298,BTC,7-14-23,Completed,UK,Credit Card,No,12,49,Home & Kitchen
10196,13181,132.3010646,GBP,7-15-23,Completed,US,PayPal,No,4,32,Toys
10197,9323,353.0633353,EUR,7-16-23,Completed,IN,Bank Transfer,No,4,28,Toys
10198,11990,151.8540952,GBP,7-17-23,Cancelled,IN,Bank Transfer,No,5,47,Toys
10199,12976,348.2481085,EUR,7-18-23,Refunded,UK,Bitcoin,No,10,71,Toys
10200,10584,219.1016081,USD,7-19-23,Completed,DE,Bitcoin,No,3,67,Toys
10201,5727,57.97174581,GBP,7-20-23,Completed,DE,Bitcoin,No,9,50,Clothing
10202,9915,126.5679298,GBP,7-21-23,Refunded,UK,Credit Card,No,4,48,Home & Kitchen
10203,14361,224.4015189,GBP,7-22-23,Completed,XX,PayPal,No,4,49,Automotive
10204,10009,311.7240705,EUR,7-23-23,Completed,CA,PayPal,No,9,48,Toys
10205,7905,211.5625759,INR,7-24-23,Completed,DE,Bank Transfer,No,2,60,Toys
10206,7205,170.4819962,USD,7-25-23,Completed,IN,PayPal,No,7,43,Electronics
10207,5696,226.4091314,GBP,7-26-23,Refunded,CA,Credit Card,No,12,43,Toys
10208,12764,173.8122125,INR,7-27-23,Cancelled,DE,Credit Card,No,6,73,Electronics
10209,9552,442.6231716,INR,7-28-23,Completed,US,Bitcoin,No,14,23,Electronics
10210,14492,351.329933,USD,7-29-23,Completed,US,Bank Transfer,No,5,29,Electronics
10211,5881,393.5495119,EUR,7-30-23,Completed,CA,Bitcoin,No,9,40,Home & Kitchen
10212,5271,51.2762261,BTC,7-31-23,Completed,IN,PayPal,No,1,69,Automotive
10213,8981,41.34296251,INR,8-1-23,Completed,US,PayPal,No,2,52,Toys
10214,10737,126.8581808,EUR,8-2-23,Completed,US,PayPal,No,11,35,Toys
10215,9751,69.59969524,GBP,8-3-23,Completed,CA,Bitcoin,No,9,23,Clothing
10216,9762,427.7392452,USD,8-4-23,Completed,UK,Bitcoin,No,1,37,Clothing
10217,5508,212.3533619,EUR,8-5-23,Completed,CA,Bank Transfer,No,7,61,Automotive
10218,8344,185.6966914,GBP,8-6-23,Completed,IN,PayPal,No,9,45,Electronics
10219,10458,392.8872426,BTC,8-7-23,Completed,IN,PayPal,No,10,73,Clothing
10220,11745,454.7879898,BTC,8-8-23,Completed,US,Credit Card,Yes,3,68,Electronics
10221,7921,287.7055695,INR,8-9-23,Completed,CA,PayPal,No,12,64,Electronics
10222,8241,441.0353894,INR,8-10-23,Cancelled,DE,Bitcoin,Yes,11,26,Electronics
10223,10586,396.5869334,GBP,8-11-23,Completed,IN,Bank Transfer,No,10,20,Home & Kitchen
10224,5276,30.88984506,GBP,8-12-23,Completed,CA,Bitcoin,No,11,32,Automotive
10225,10966,343.7005856,GBP,8-13-23,Refunded,US,PayPal,No,9,49,Automotive
10226,12081,462.3950495,USD,8-14-23,Completed,IN,Credit Card,No,12,71,Clothing
10227,10118,464.631518,USD,8-15-23,Completed,US,Bank Transfer,No,10,27,Clothing
10228,9084,490.6458852,GBP,8-16-23,Completed,UK,Bank Transfer,Yes,14,65,Electronics
10229,13010,288.3356931,INR,8-17-23,Completed,US,Credit Card,No,14,20,Clothing
10230,6078,16.56932438,INR,8-18-23,Completed,DE,Bitcoin,No,12,47,Electronics
10231,5225,429.5489289,BTC,8-19-23,Completed,US,Bank Transfer,No,7,22,Home & Kitchen
10232,5322,230.5299987,BTC,8-20-23,Completed,DE,Bitcoin,No,13,61,Electronics
10233,8926,131.3240269,BTC,8-21-23,Completed,UK,Bitcoin,No,1,29,Toys
10234,8605,331.170402,INR,8-22-23,Completed,UK,Bitcoin,No,10,30,Electronics
10235,8985,174.2173627,EUR,8-23-23,Completed,CA,Bitcoin,No,10,62,Automotive
10236,8298,225.2861422,BTC,8-24-23,Completed,US,Bitcoin,No,11,67,Toys
10237,7430,112.9256427,BTC,8-25-23,Completed,DE,PayPal,No,3,69,Automotive
10238,14990,66.04764535,BTC,8-26-23,Completed,IN,PayPal,No,13,35,Home & Kitchen
10239,11537,462.0366831,USD,8-27-23,Completed,IN,Bank Transfer,No,2,51,Clothing
10240,9118,383.4605233,EUR,8-28-23,Cancelled,IN,Bank Transfer,No,5,37,Clothing
10241,8190,112.3075255,USD,8-29-23,Completed,CA,Bank Transfer,No,12,22,Home & Kitchen
10242,8150,205.9610222,BTC,8-30-23,Cancelled,IN,PayPal,No,6,73,Toys
10243,9395,459.1306386,BTC,8-31-23,Completed,UK,Bitcoin,No,4,54,Automotive
10244,8300,349.6707727,INR,9-1-23,Cancelled,US,PayPal,No,11,66,Clothing
10245,6723,9.724775806,USD,9-2-23,Completed,IN,PayPal,No,4,44,Home & Kitchen
10246,14096,247.6250172,EUR,9-3-23,Completed,IN,Bitcoin,No,6,47,Home & Kitchen
10247,7882,231.1354827,BTC,9-4-23,Completed,US,PayPal,No,14,42,Automotive
10248,5594,325.1903702,EUR,9-5-23,Completed,CA,Bank Transfer,No,11,69,Automotive
10249,9237,179.0070567,GBP,9-6-23,Cancelled,CA,Bank Transfer,No,13,62,Electronics
10250,11435,447.4075968,EUR,9-7-23,Cancelled,IN,Credit Card,No,7,20,Clothing
10251,14213,335.4831184,GBP,9-8-23,Completed,CA,Credit Card,No,12,19,Clothing
10252,11729,182.490292,INR,9-9-23,Completed,DE,Credit Card,No,12,29,Toys
10253,14530,91.56533779,USD,9-10-23,Completed,DE,Bitcoin,No,1,40,Toys
10254,11002,267.4774894,GBP,9-11-23,Cancelled,CA,Credit Card,No,2,35,Toys
10255,12453,377.6219389,BTC,9-12-23,Completed,US,Bank Transfer,No,1,56,Automotive
10256,12516,444.1132418,GBP,9-13-23,Completed,DE,PayPal,No,12,67,Home & Kitchen
10257,6630,9.384211245,EUR,9-14-23,Completed,US,Bitcoin,No,7,18,Clothing
10258,8018,410.5855226,INR,9-15-23,Completed,DE,Bank Transfer,No,13,63,Clothing
10259,14386,329.2177911,INR,9-16-23,Completed,CA,Credit Card,No,3,24,Home & Kitchen
10260,6706,208.6104293,BTC,9-17-23,Completed,CA,Bitcoin,No,11,30,Clothing
10261,13695,462.5085216,BTC,9-18-23,Completed,IN,Credit Card,No,2,33,Automotive
10262,11646,98.79908974,EUR,9-19-23,Completed,CA,Bitcoin,No,3,45,Toys
10263,8406,91.85913517,EUR,9-20-23,Completed,IN,Bank Transfer,No,14,21,Electronics
10264,13643,322.4475421,BTC,9-21-23,Completed,IN,Bank Transfer,No,5,20,Toys
10265,11367,413.8725461,EUR,9-22-23,Completed,IN,PayPal,No,6,65,Electronics
10266,12778,195.2930023,INR,9-23-23,Completed,CA,Bank Transfer,No,11,30,Toys
10267,5365,346.4832301,USD,9-24-23,Completed,IN,Bank Transfer,No,6,21,Automotive
10268,10590,53.71414319,GBP,9-25-23,Completed,CA,Credit Card,No,5,58,Clothing
10269,14759,73.94689213,USD,9-26-23,Completed,UK,PayPal,No,14,30,Clothing
10270,7726,341.6904677,EUR,9-27-23,Completed,CA,PayPal,No,6,59,Electronics
10271,8184,319.6285402,USD,9-28-23,Completed,UK,Bank Transfer,No,10,44,Electronics
10272,11589,229.6414844,EUR,9-29-23,Cancelled,DE,Credit Card,No,3,33,Toys
10273,11907,314.7488087,INR,9-30-23,Completed,CA,PayPal,No,1,51,Automotive
10274,8415,266.4686708,INR,10-1-23,Cancelled,UK,Bitcoin,No,9,70,Automotive
10275,8160,416.0978955,BTC,10-2-23,Completed,IN,PayPal,No,11,62,Toys
10276,8400,343.3144177,USD,10-3-23,Completed,US,Bitcoin,No,2,20,Clothing
10277,10265,392.2630681,INR,10-4-23,Completed,UK,Credit Card,No,8,49,Electronics
10278,9096,485.4894166,BTC,10-5-23,Completed,IN,Bitcoin,No,9,33,Electronics
10279,6502,38.88231273,BTC,10-6-23,Completed,US,Bank Transfer,No,3,70,Electronics
10280,13121,114.1545885,INR,10-7-23,Completed,UK,Bitcoin,No,5,72,Toys
10281,11946,125.3073276,GBP,10-8-23,Completed,UK,Bitcoin,No,8,44,Clothing
10282,8748,8.717185856,EUR,10-9-23,Completed,CA,Credit Card,No,2,34,Clothing
10283,7646,482.4013312,EUR,10-10-23,Completed,IN,Bank Transfer,No,12,62,Toys
10284,5302,461.2418669,EUR,10-11-23,Completed,US,Bank Transfer,No,10,73,Toys
10285,10143,96.85212425,INR,10-12-23,Completed,US,Bitcoin,Yes,1,42,Electronics
10286,12596,30.42001139,GBP,10-13-23,Completed,US,PayPal,No,6,22,Home & Kitchen
10287,,55.60987514,EUR,10-14-23,Refunded,UK,Bitcoin,No,5,33,Clothing
10288,13552,392.2915248,BTC,10-15-23,Completed,UK,Credit Card,No,1,50,Home & Kitchen
10289,9649,305.2228141,INR,10-16-23,Completed,IN,Credit Card,No,8,67,Clothing
10290,11647,269.1802668,EUR,10-17-23,Completed,CA,Bitcoin,No,8,19,Electronics
10291,6264,125.666934,INR,10-18-23,Refunded,US,Bitcoin,No,1,18,Toys
10292,12276,137.6450074,INR,10-19-23,Cancelled,UK,Bank Transfer,No,2,60,Home & Kitchen
10293,8159,172.7423154,INR,10-20-23,Completed,UK,PayPal,No,10,43,Electronics
10294,9993,302.7961296,INR,10-21-23,Cancelled,DE,Bank Transfer,No,6,66,Clothing
10295,5134,73.12508204,EUR,10-22-23,Cancelled,DE,Bitcoin,No,3,48,Clothing
10296,14102,146.945583,BTC,10-23-23,Completed,DE,PayPal,No,3,18,Electronics
10297,12474,462.7969556,EUR,10-24-23,Completed,UK,Bank Transfer,No,14,61,Home & Kitchen
10298,7060,132.6385963,INR,10-25-23,Completed,IN,Bank Transfer,No,9,51,Clothing
